id,name
125,unfold tablecloth
126,pull down tablecloth
127,put cup onto tablecloth
128,take spoon
129,take soy milk
130,put down container
131,shake soy milk
132,open milk
133,pour milk
134,close milk
135,put down soya milk
136,take cereals
137,put down cereals
138,open cereal box
139,unfold cereal bag
140,pour cereals
141,put down tong
142,take cereal bag
143,fold cereal bag
144,hang table cloth
145,pour washing op liquid
146,wash cup and spoon
147,rinse spoon
148,rinse cup
149,put cereal bag into cereal box
150,put down cup
151,put down glass
152,take bottle
153,pour water into glass
154,drink water
155,close cereal box
156,put cereal box into cupboard
157,take cup and spoon
158,put down cup and spoon
159,take table cloth
160,put down bin
161,take kettle
162,open kettle
163,pour water into kettle
164,close kettle
165,put down kettle
166,turn on kettle
167,take colander
168,move bin
169,put down colander
170,put lid into cupboard
171,put down pan
172,pour aubergine into pan
173,put down cutting board
174,lift bin
175,stir aubergine
176,put down aubergine
177,take salt
178,pour salt
179,open salt
180,close salt
181,put down salt
182,put down onion
183,cut onion
184,put onion into container
185,move bins
186,slice onion
187,continue slicing onion
188,chop onion
189,continue chopping onion
190,take onion bits
191,stir
192,open bottle
193,take corkscrew
194,take cork
195,put down bottle opener
196,put down bottle
197,adjust hob
198,crush soy milk
199,pour water into saucepan
200,pour onion into pan
201,put soy milk into bin
202,stir food
203,continue stirring food
204,take can and paper
205,stir salt
206,move bottle
207,move glass
208,take bag
209,crush can
210,put down table cloth
211,move plates
212,move container
213,put down plates
214,put can into bin
215,put down cutlery
216,move chair
217,tear paper
218,take tomato sauce
219,open sauce
220,pour sauce
221,continue pouring sauce
222,put down sauce
223,take pasta
224,put paper into bin
225,take scissor
226,cut pasta bag
227,put scissor into drawer
228,take pasta out of the bag
229,pour pasta
230,throw plastic bag into bin
231,stir pasta
232,move things
233,rinse bottle
234,rinse sauce
235,put lid and bottle into bins
236,take containers
237,take glasses
238,put down glasses
239,take wine bottle
240,pour wine into glass
241,move glasses
242,taste pasta
243,check time
244,put spoon into drawer
245,turn off hob
246,lift saucepan
247,put down saucepan
248,put colander into sink
249,take saucepan
250,drain pasta
251,continue draining pasta
252,pour pasta into pan
253,unroll bag
254,take mozzarella
255,open mozzarella bag
256,sprinkle mozzarella
257,continue stirring pasta
258,pour pasta onto plate
259,move plate
260,pour pasta onto place
261,put down spatulas
262,take pan and spatulas
263,put down pan and spatulas
264,throw pasta into bin
265,wash hands
266,close tap
267,take mushrooms
268,hang cloth
269,close mozzarella bag
270,fold mozzarella bag
271,take clip
272,put clip on bag
273,put mozzarella into fridge
274,put down mushrooms
275,looking for something
276,put down mushrooms and container
277,take bowl
278,put down bowl
279,put down pasta
280,pull down container
281,take mushroom
282,continue opening bag
283,put down mushroom
284,take aubergine and celery
285,put down celery
286,move mushrooms
287,put down mozzarella
288,put down tomato sauce mozzarella and container
289,take banana skin
290,take aubergine
291,put banana skin into bag
292,move cutting board
293,take olive oil
294,open oil
295,pour oil into pan
296,close oil
297,put down oil
298,turn on hob
299,put bag in to bin
300,cut aubergine
301,continue cutting aubergine
302,dicing aubergine
303,continue dicing aubergine
304,still dicing aubergine
305,throw aubergine end into bin
306,check oil
307,put plate onto plates
308,put plate down
309,move pan
310,remove pasta
311,adjust tap
312,rinse knife
313,rinse fork
314,take spatula.
315,rinse spatula.
316,put down spatula.
317,close tap.
318,wash cutting board.
319,take washing up liquid.
320,pour washing up liquid.
321,put down washing up liquid.
322,wash pan.
323,empty pan.
324,continue washing pan.
325,put down pan.
326,take colander.
327,remove pasta.
328,wash colander
329,empty pan
330,wash pan
331,continue washing pan
332,wash container
333,fold table cloth
334,wash lid
335,put down container and sponge
336,rinse hands
337,rinse container
338,rinse lid
339,put table cloth into drawer
340,rinse colander
341,still rinsing colander
342,rinse pan
343,rinse sponge
344,empty saucepan
345,rinse cutting board
346,continue rinsing cutting board
347,drain cutting board
348,squeeze pasta
349,take cleansing
350,throw something into bin
351,continue wiping cooker
352,continue wiping counter
353,put down sponges
354,squeeze clothe
355,put down soap
356,move washing up liquid
357,pour wine
358,pour washing up liquid
359,continue washing spatula
360,wash spoon
361,throw leftovers into bin
362,put plate onto plate
363,continue washing plate
364,continue washing pate
365,put on sponge
366,drain plate
367,hold pan
368,get spoon
369,remove towels
370,put towels
371,knead dough
372,knead dough in bowl
373,hold bowl
374,move bowl
375,pick up tray
376,put tray
377,move paper towel
378,move tray
379,pick up olive oil
380,open olive oil bottle
381,pick up yoghurt
382,pour oil onto tray
383,put olive oil bottle
384,spread olive in tray
385,pick up dough
386,get a bowl of dough
387,pour olive oil in plate
388,put olive oil
389,pick up some oil
390,put yoghurt
391,knead dough in hand
392,roll dough
393,put bowl of dough
394,get bowl of dough
395,pick up oil
396,spread oil on hand
397,put spoon
398,knead bowl of dough
399,roll bowl of dough
400,get some oil
401,get ball of dough
402,knead ball of dough
403,roll ball of dough
404,put ball of dough
405,pick up tahini
406,open tahini
407,pick up spoon
408,roll
409,pick up oil bottle
410,pour oil bottle into plate
411,put bottle of oil
412,mix tahini
413,get some meat from pan
414,put meat on ball of dough
415,get some meat
416,stirring tahini
417,squeeze
418,get meat
419,get meat mix
420,scoop tahini
421,put mix on ball of dough
422,get meat mix from pan
423,put meat mix on ball of dough
424,put mix meat on ball of dough
425,put tray on stove
426,pour tahini on meat
427,pick up plate
428,pour oil from plate to tray
429,spread oil in tray
430,pour oil in tray
431,get bowl of dough from bowl
432,put tahini on meat
433,turn oven on
434,close tahini
435,put tahini away
436,roll all ball of dough
437,open yoghurt
438,put meat mix on dough
439,get mix meat from pan
440,put mix meat on dough
441,get meat mix from pan from spoon
442,get tray
443,remove bags
444,scoop yoghurt
445,pour oil
446,pick up olive oil bottle
447,pour oil on tray
448,pick up dough half dough
449,pick up ball of dough
450,put ball of dough on tray
451,pick up herb
452,open jar
453,scoop thyme
454,put thyme in tray
455,mix thyme and olive oil in plate
456,scoop thyme and olive oil using hand
457,put thyme and olive oil on dough
458,close yoghurt
459,put plate
460,pour olive oil into plate
461,return bottle
462,hold plate
463,get thyme
464,mix thyme in plate
465,add olive
466,mix olive oil and thyme
467,scoop olive oil and thyme
468,put olive oil and thyme into dough
469,put mixture of olive oil and thyme onto dough
470,scoop olive oil and dough from plate
471,add olive oil and thyme to dough
472,pour olive oil and thyme from plate to dough
473,mix meat
474,scoop thyme using spoon
475,add thyme to dough
476,pour thyme from plate to dough
477,put plate in sink
478,open tap
479,pick up towel
480,stir meat with yoghurt and tahini
481,pick up pine nuts
482,pour pine nuts into hand
483,place pine nuts
484,add pine nuts to pie
485,pick up pine nuts from hand
486,put pine nuts on pie
487,pick up pine nuts bag
488,pour pine nuts bag into hand
489,put pine nuts bag
490,return pine nuts bag
491,add pine nuts on pie
492,get tupperware
493,return bag
494,pick up oven gloves
495,open oven
496,remove oven tray
497,push oven tray
498,close oven
499,remove oven glove
500,open herb
501,open tupperware
502,pick up meat
503,put meat in tupperware
504,put in tupperware
505,sprinkle herb on meat
506,close tupperware
507,put tupperware away
508,stir meat with tahini and yoghurt
509,mixing meat
510,pour yoghurt
511,stir meat with yoghurt
512,still stirring meat
513,taste meat mix
514,stir meat
515,pick up pan
516,put pan
517,close herb
518,move bags
519,pick up open cupboard
520,return tray
521,pick another tray
522,put herb
523,remove lid
524,put lid
525,shake tray
526,move can
527,put thyme
528,set off timer
529,pull drawer
530,pick up bowl
531,push drawer
532,put bowl
533,pick up oven glove
534,wear oven glove
535,put tray in oven
536,set timer
537,pull drawer of oven
538,place tray on stove
539,pick up tupperware
540,pick up pie
541,put pie
542,move pie
543,pick up lid
544,pick up paper towel
545,get paper towel
546,place pie in tupperware
547,dry tupperware
548,hold tupperware
549,put down pie
550,place tupperware
551,dry lid
552,hold and dry lid
553,pick up two tupperware
554,place in tupperware
555,remove salad from fridge
556,put salad plate
557,move stuff in fridge
558,move eggs in fridge
559,put tupperware in fridge
560,move tupperware
561,place pie
562,grab glass
563,put juice
564,pick up glass
565,grab juice
566,open juice
567,pour juice
568,close juice
569,put bag
570,put glass
571,grab drink
572,put drink in bag
573,pick up bag
574,grab pancakes
575,put pancakes on plate
576,put in bin
577,grab lunch box
578,grab fork
579,put lunch box in bag
580,put fork in bag
581,turn on oven
582,put salmon
583,pour potatoes
584,put potatoes
585,grab salt
586,put salt
587,shake saucepan
588,check temperature
589,move saucepan
590,grab kettle
591,pour kettle
592,grab baking tray
593,put kettle
594,grab tray
595,close the oven
596,put baking tray
597,grab foil
598,open salmon
599,pick up foil
600,place foil
601,get scissors
602,cut foil
603,cut foil in half
604,put scissors in drawer
605,pick up salmon
606,pour soap
607,put salmon on foil
608,put packaging on side
609,grab oil
610,put oil on side
611,grab pepper
612,open pepper
613,grind pepper
614,close pepper
615,put pepper on side
616,grab herbs
617,pour herbs
618,close herbs
619,put herbs on side
620,grab garlic paste
621,press garlic paste
622,open garlic paste
623,squeeze garlic paste
624,scoop garlic paste
625,close garlic paste
626,put garlic paste
627,spread garlic
628,grab tabasco
629,open tabasco
630,pour tabasco
631,close tabasco
632,put tabasco on the side
633,sprinkle salt
634,grab salmon
635,wrap foil
636,put foil on tray
637,fold foil
638,put foil
639,pick up kettle
640,fill kettle
641,turn kettle on
642,grab saucepan
643,put saucepan
644,grab potatoes
645,turn down hob
646,turn on extractor fan
647,place saucepan
648,put lid on saucepan
649,move tap
650,drain water
651,pour vegetables on plate
652,grab spoon
653,spoon vegetables
654,spoon potatoes
655,put saucepan on side
656,turn off oven
657,turn off extractor fan
658,grab oven mitts
659,put tray on side
660,put down oven mitts
661,open foil
662,put on oven mitt
663,spoon salmon
664,grab plate
665,put salmon on plate
666,grab scissors
667,put foil in bin
668,put oven mitts on oven
669,grab cutlery
670,open carrot bag
671,pour carrots
672,open sweet corn
673,pour sweet corn
674,grab carrot bag
675,open freezer
676,put carrots
677,put sweet corn
678,close freezer
679,grab lid
680,shake pan
681,transfer water
682,put pan on hob
683,grab knife
684,cut potatoes
685,put saucepan on hob
686,grab sweet corn
687,turn down fan
688,stir potatoes
689,keep stirring potatoes
690,grab carrots
691,grab spice
692,close freezer drawer
693,put pepper
694,spoon spice mix
695,close spice mix
696,put spice mix on side
697,grab plates
698,put rubbish in bin
699,put scissors
700,move lunch box
701,tear off plastic
702,tear off paper
703,shake potatoes
704,turn on water
705,grab plastic
706,wash plastic
707,put plastic on side
708,put glasses on the side
709,fill glass
710,fill up glass
711,put glass on side
712,take squash
713,pour squash
714,close squash
715,put squash in fridge
716,take grapes
717,put plates on the side
718,put grapes in fridge
719,pick up peanuts
720,open packet
721,put down baking tray
722,pick up baking tray
723,pick up scales
724,put down scales
725,put baking tray on scales
726,measure peanuts
727,pick up clip
728,close packet
729,put away peanuts
730,put away scales
731,grind spices
732,scrape pestle
733,scrape spices into pan
734,stir spice paste
735,read packet
736,look for coconut powder
737,test water
738,fill bowl with water
739,sprinkle coconut powder
740,mix coconut powder
741,open coconut powder
742,stir coconut milk
743,spoon coconut milk to spice paste
744,mix spice paste
745,pick up slow cooker bowl
746,spoon coconut milk into pan
747,pick up beef
748,cut beef
749,put down scissors
750,put down slow cooker bowl
751,put peanuts in oven
752,put timer on
753,stir beef
754,mix coconut milk
755,add water
756,throw away bag
757,pick up peeler
758,peel potatoes
759,peel potato
760,check peanuts
761,pour water
762,cut potato
763,still cutting potato
764,put potato in pan
765,stir pan
766,pour coconut milk powder
767,put water
768,pick up potatoes
769,turn on light
770,pick up chillies
771,slice chillies
772,remove pith
773,remove pith from chilli
774,slice chilli
775,put chilli in pan
776,chop end of chilli
777,pour coconut milk into pan
778,look for spice
779,keep looking for spice
780,open tub
781,smell
782,spoon spice
783,pick up tamarind spice
784,look at label
785,put back
786,put onion in pan
787,pick up onion
788,unwrap onion
789,peel onion
790,look in fridge
791,pick up shreddies
792,pick up tub
793,spoon sugar
794,pick up chopping board
795,put down chopping board
796,pick up potato
797,put in pan
798,taste liquid
799,pick up lid of slow cooker
800,pick up slow cooker pan
801,put pan in slow cooker
802,move rice cooker
803,put rice cooker on floor
804,move slow cooker
805,plug slow cooker in
806,turn on socket
807,look in spice drawer
808,put lid on slow cooker
809,put away coconut powder
810,put beef packet in bin
811,rinse beef packet
812,put container down
813,put shrimp paste in cupboard
814,put fish sauce in cupboard
815,put lemon grass and galangal in fridge
816,pick up container
817,put cinnamon in pan
818,pick up rubbish
819,pick up packet
820,put veggie peelings in new bin
821,put chopping board down
822,dry knife
823,put knife away
824,dry pan
825,pick up tuna patties
826,put tuna patties in pan
827,open freezer drawer
828,look for rice
829,pick up rice
830,open rice
831,put rice in microwave
832,pour coconut powder into pan
833,turn on microwave
834,look at recipe
835,spoon fish oil
836,pick up lunch box
837,flip tuna patty
838,pick tuna patty
839,put in lunch box
840,pick up tamagoyaki
841,put tamagoyaki in lunch box
842,open cucumber salad
843,put cucumber salad in lunch box
844,open microwave
845,put away cucumber salad
846,open carrot
847,put carrot in lunch box
848,put away carrot
849,turn off fan
850,put away containers
851,close lunch box
852,dry fork
853,put fork on lunch box
854,pour cereal
855,put away cereal
856,open lunch box
857,pick up raisins
858,pour raisins
859,put away raisins
860,spoon yoghurt
861,put away yoghurt
862,pick up fork
863,put rice in lunch box
864,still putting rice in lunch box
865,put in cupboard
866,put away rolling pin
867,pick up kitchen roll
868,put chilli flakes back in cupboard
869,stare at cupboard
870,put kitchen roll in bin
871,clean sink
872,rinse sink sieve
873,put away spoon
874,dry spoon
875,wipe bowl
876,put away spatula
877,load dishwasher
878,put bowl in dishwasher
879,put spatula in dishwasher
880,put chopping board in dishwasher
881,put cutlery in dishwasher
882,put wok in dishwasher
883,put tupperware in dishwasher
884,empty tupperware into bin
885,put baking tray in dishwasher
886,put baking tray in cupboard
887,throw away paper
888,wash pestle and mortar
889,still washing pestle and mortar
890,put in dishwasher
891,put away spice
892,check slow cooker
893,stir slow cooker
894,taste food
895,drain sink
896,emptying dishwasher
897,pick up coconut powder
898,pour coconut powder in slow cooker
899,tip water into slow cooker
900,put away pan
901,pour coconut powder
902,pour liquid into glass
903,pour water into slow cooker
904,put lid back on slow cooker
905,pick up rice cooker
906,put away tray
907,put rice cooker down
908,plug in rice cooker
909,turn on switch
910,pull out rice cooker bowl
911,pick up bag of rice
912,measure rice
913,put away rice
914,wash rice
915,still washing rice
916,put away cutlery
917,measure water into rice cooker
918,dry outside of rice cooker bowl
919,pick up rice paddle
920,scrape rice into water
921,put lid on rice cooker
922,take out broccoli
923,put broccoli down
924,fill pan with water
925,get knife
926,chop broccoli
927,put broccoli in pan
928,put broccoli sort in bin
929,pick up chilli flakes
930,put away measuring jug
931,pour chilli flakes in slow cooker
932,taste curry
933,put salt in curry
934,fix pepper container
935,mix broccoli
936,check rice
937,pick a plate
938,spoon rice onto plate
939,put rice back
940,open slow cooker
941,serve curry
942,put broccoli on plate
943,drain broccoli
944,put fork on plate
945,turn off light
946,spoon rice into tupperware
947,turn off rice cooker
948,plug in kettle
949,put tupperware into freezer
950,place oil bottle on refrigerator
951,uncover pot
952,take pot
953,pour soup into bowl
954,take wooden spoon
955,serve soup in bowl
956,place wooden spoon on refrigerator
957,place pot on hob
958,cover pot
959,press switch
960,open refrigerator
961,place bowl on table
962,take salad pack
963,place salad pack on table
964,open salad package
965,fold film
966,throw film
967,spread oil in pot
968,take wooden spatula
969,place wooden spatula on refrigerator
970,empty water in jug
971,place kettle on base
972,take soup
973,take salad package
974,pour salad in pot
975,rinse packaging
976,stir salad in pot
977,shake pot
978,take soup pack
979,place soup pack on table
980,move salad in pot
981,empty water in pot
982,pour soup into pot
983,stir soup
984,press button
985,take oil bottle
986,place dish on table
987,pour oil in pot
988,pour salad on plate
989,rinse pot
990,wash pot
991,place pot on drainer
992,put pan in cupboard
993,empty kettle into pitcher
994,take sugar
995,pour sugar into cup
996,place sugar bowl on table
997,take tea pack from cupboard
998,put tea pack in cupboard
999,take food from cupboard
1000,pour food on plate
1001,throw packaging
1002,put plate in microwave oven
1003,close microwave
1004,turn on microwave oven
1005,put pot in cupboard
1006,turn off kettle
1007,pour water into cup
1008,stir water
1009,put tea bag in cup
1010,take milk container
1011,place milk container on table
1012,pour pasta in container
1013,pour meat in container
1014,place spoon in sink
1015,put colander in cupboard
1016,put containers in refrigerator
1017,take rag
1018,wipe table
1019,place rag
1020,throw tea bag
1021,pour milk into cup
1022,put milk container in refrigerator
1023,close refrigerator
1024,take container from cupboard
1025,remove plate from microwave oven
1026,place plate on table
1027,stir mug
1028,take lid from cupboard
1029,take cup
1030,take lid off pan
1031,put salt in cupboard
1032,put lid on pan
1033,shake lid
1034,put lid down
1035,put spoon down
1036,put glove back
1037,open potatoes
1038,pick up scissors
1039,put potatoes in pan
1040,put potatoes in cupboard
1041,open dishwasher
1042,put knife in dishwasher
1043,close dishwasher
1044,pick up knife
1045,take chopping board
1046,put chopping board on counter
1047,take carrots
1048,open carrots
1049,take carrot
1050,move carrots
1051,chop ends off carrots
1052,chop carrots
1053,put pan on cooker
1054,put carrots in bag
1055,pick up carrots
1056,put carrots in fridge
1057,change cooker temperature
1058,pour salt in pan
1059,put oven glove down
1060,take peas
1061,read instructions
1062,put peas back in fridge
1063,scrape carrots into pan
1064,pour peas into pan
1065,roll up bag
1066,put peas in fridge
1067,change oven temperature
1068,open peas
1069,take mug
1070,put mug
1071,drain vegetables
1072,shake vegetables in colander
1073,move vegetables
1074,take off oven gloves
1075,put oven gloves down
1076,put on oven glove
1077,take tupperware
1078,put tupperware down
1079,move chopping board
1080,move lid
1081,turn off cooker
1082,shake vegetables
1083,put vegetables onto plate
1084,still spooning vegetables onto plate
1085,scrape vegetables into tupperware
1086,scrape vegetables onto plate
1087,put colander down
1088,scrape peas off spoon
1089,put chicken onto plate
1090,put sauce onto plate
1091,wipe plate
1092,spoon chicken into tupperware
1093,spoon sauce into tupperware
1094,put down tupperware
1095,put lid on tupperware
1096,put down oven glove
1097,take cereal
1098,put cereal in bowl
1099,put cereal back in packet
1100,take raisins
1101,pour raisins into bowl
1102,open raisins with scissors
1103,pour raisins into pan
1104,reseal raisins
1105,put raisins in cupboard
1106,put cereal in cupboard
1107,take milk
1108,pour milk into bowl
1109,put lid on milk
1110,put milk in fridge
1111,put spoon in bowl
1112,throw rice in trash
1113,place lid on container lid
1114,close lid in container
1115,pour milk in bowl
1116,place bowl on counter
1117,pick up cereal box
1118,open cereal
1119,pour cereal in bowl
1120,close cereal
1121,place box on top of fridge
1122,pour soap inside dish
1123,place chopping board on counter
1124,take chicken out of package
1125,rinse chicken
1126,rinse mug
1127,wash mug
1128,wash dish
1129,slice chicken
1130,pour sauce on chicken
1131,pick up cereal
1132,put cereal on plate
1133,pick up milk
1134,pour milk in dish
1135,rinse dish
1136,take banana
1137,cut banana
1138,turn knob
1139,pour oil in pan
1140,wash board
1141,rinse board
1142,move chicken
1143,add chicken to pan
1144,wash table
1145,add soap in top
1146,move pan in stove
1147,wash tupperware
1148,rinse tupperware
1149,wash top
1150,pick up cup
1151,pick up jar
1152,pour coffee into cup
1153,cover milk
1154,rinse top
1155,serve rice in tupperware
1156,put rice in container
1157,cover container
1158,save container
1159,empty chicken in tupperware
1160,shake tupperware
1161,put plate on kitchen counter
1162,pour milk into plate
1163,insert spoon
1164,pour cereal into plate
1165,place cereal
1166,enter kitchen
1167,get mocha pot
1168,get kitchen towel
1169,place mug
1170,place bread
1171,close
1172,place milk
1173,turn bread
1174,wipe off filter
1175,clean knife
1176,turn off of bread
1177,take the bread
1178,place on plate
1179,get cheese on knife
1180,put cheese on bread
1181,spread cheese on bread
1182,still spread cheese on bread
1183,place filter
1184,get fork
1185,place avocado on bread
1186,get avocado
1187,arrange avocado
1188,open lid
1189,place chilli on avocado
1190,turn lid on
1191,press pepper
1192,turn water on
1193,throw away lids
1194,move knives
1195,pour tomatoes on avocado bread
1196,wipe off hands
1197,get mug
1198,close microwave oven
1199,close cheese container
1200,place cheese
1201,clean upper part
1202,get plate
1203,place spice
1204,place salt
1205,wipe hands
1206,turn water off
1207,get coffee
1208,unscrew lid
1209,unscrew mocha pot
1210,spoon coffee in mocha pot
1211,place spoon back
1212,turn lid off
1213,screw in the mocha pot
1214,clean cupboard
1215,turn heat on
1216,turn on tap water
1217,place mug on counter
1218,get milk
1219,pour milk in mug
1220,screw lid back
1221,clean mocha
1222,get bread
1223,get cheese
1224,get tomatoes
1225,throw away bits
1226,turn the water on
1227,wash tomatoes
1228,squeeze water
1229,get chopping board
1230,place chopping board on top
1231,place plate
1232,choose avocado
1233,get filter
1234,cut avocado
1235,take out pip part
1236,spoon avocado
1237,get plastic bag
1238,get loaf of bread
1239,close plastic bag
1240,get frying pan
1241,place pan on
1242,throw away coffee
1243,turn on heat
1244,adjust heat
1245,place bread on pan
1246,cut tomato
1247,get tomato
1248,throw away avocado skin
1249,clean coffee filter
1250,open cheese
1251,check the coffee
1252,turn loaf of bread in pan
1253,get salt
1254,get chilli
1255,tap water on
1256,salt an avocado
1257,put chilli on avocado
1258,close lid
1259,check on coffee
1260,close hob
1261,pour coffee in mug
1262,place pot
1263,turn loaf of bread
1264,move mug
1265,place plates
1266,place both plastic bags
1267,get chopping board and knife
1268,clean counter top
1269,place chopping board
1270,arrange chopping board
1271,move mocha pot
1272,get forks
1273,throw away bits of garbage
1274,get sponge
1275,put dish liquid
1276,wash chopping board
1277,put more liquid
1278,wash chopping board with sponge
1279,pour water over chopping board
1280,place chopping board over sink
1281,place in dishwasher
1282,close water
1283,clean pan
1284,place pan on sink
1285,place sponge
1286,pour water over sponge
1287,clean sponge
1288,squeeze excess water out of sponge
1289,clean kitchen sink
1290,wipe knife
1291,place knife
1292,wipe off kitchen
1293,wipe off sink
1294,move plastic bag
1295,throw away kitchen towel
1296,spray kitchen spray
1297,put avocado in plastic bag
1298,close bread plastic bag
1299,close washing machine
1300,get pan
1301,place pan
1302,get mint leaves
1303,choose mint leaves
1304,place mint
1305,get lemon
1306,place back garbage
1307,get the leaves
1308,wash leaves
1309,turn tap water off
1310,place leaves in mug
1311,slice lemon
1312,get kettle
1313,squeeze lemon in mug
1314,wait for water to boil
1315,throw away lid
1316,throw out water
1317,pour water in mug
1318,place kettle back
1319,get the mug
1320,turn tap on
1321,turn tap off
1322,place kettle
1323,start kettle
1324,get leaves out
1325,get pot
1326,get olive oil
1327,pour olive oil in pan
1328,adjust temperature
1329,get curry
1330,place curry in pan
1331,get wooden spoon
1332,get jasmine rice
1333,mix curry with oil
1334,mix oil and curry in pan
1335,place bottle
1336,place meat in pan
1337,mix around in pan the meat
1338,move around the meat in pan
1339,move around meat in pan
1340,get the wooden device
1341,turn meat in pan
1342,turn meat
1343,arrange meat in pan
1344,place lid
1345,mix twice in pan
1346,place fork
1347,tap on
1348,put kettle back
1349,throw away leaves
1350,place pan on counter top
1351,get glass
1352,pour rice in pan
1353,put tap water
1354,clean rice
1355,throw away water
1356,turn tap water on
1357,open plastic
1358,get bowl
1359,clean meat
1360,still clean meat
1361,squeeze water excess
1362,place bowl
1363,wipe of hands
1364,get jar
1365,place jar in cupboard
1366,put pan back
1367,place pan on hob
1368,get lid
1369,place lid back
1370,move coffee pot
1371,take off lid
1372,pour hot water
1373,wipe off pan
1374,tap excess water
1375,get moka pot
1376,and screw the pot
1377,clean filter
1378,clean upper part of pot
1379,clean pot
1380,place sponge back
1381,check heat
1382,open curry lid
1383,cut plastic bag
1384,squeeze curry in the bag
1385,squeeze curry out
1386,place bag
1387,squeeze curry
1388,break eggs
1389,break egg in bowl
1390,throw away egg shells
1391,tap water off
1392,clean counter
1393,throw away towel
1394,get soy sauce
1395,put back soy sauce
1396,squeeze pepper
1397,place back pepper shaker
1398,place scissors in drawer
1399,still turn meat in pan
1400,place lid back on pan
1401,squeeze plastic bag
1402,place curry in pot
1403,pour curry in bag
1404,still squeeze plastic bag
1405,squeeze curry out of bag
1406,place plastic bag
1407,use spoon to squeeze out
1408,put curry in pan
1409,squeeze curry out of plastic bag
1410,still squeezing curry out of plastic bag
1411,still squeeze curry out of plastic bag
1412,place in sink
1413,pace curry in pot
1414,pressing curry
1415,get colander
1416,throw away plastic bits
1417,stirring rice
1418,taste rice
1419,take access water out
1420,place colander
1421,take lid off
1422,placing spoon
1423,placing lid
1424,wipe off scissors
1425,press curry
1426,unwrap bowl
1427,turning tap on
1428,wipe off
1429,cut tomatoes
1430,still cut tomatoes
1431,put tomatoes in pan
1432,place spoon
1433,fork the meat
1434,place lid on
1435,get water
1436,throw plastic bag
1437,wipe off knife
1438,cut lemon slice
1439,get seeds out
1440,lid off
1441,squeeze the lemon
1442,move lemon
1443,get eggs
1444,choose eggs
1445,place fork and knife
1446,get garlic
1447,throw away the garlic bits
1448,clean colander
1449,whisk eggs
1450,get wrap
1451,place tap
1452,skin the garlic
1453,place garlic on chopping board
1454,cut garlic
1455,skin garlic
1456,chop garlic
1457,press garlic
1458,get oil
1459,open it
1460,mix oil
1461,place garlic in pan
1462,get rice
1463,mix garlic in pan
1464,mix food in pan
1465,pour cooked rice in pan
1466,mix rice in pan
1467,pour whisked egg
1468,place bowl in sink
1469,mix egg
1470,fry egg
1471,mix egg in rice
1472,put corn in pan
1473,put bell pepper in pan
1474,mix contents of pan
1475,pour soy sauce
1476,pour pepper
1477,place pepper shaker
1478,still shake food in pan
1479,still mix food in pan
1480,turn heat on low
1481,unwrap salad in bowl
1482,put spinach leaves on plate
1483,close wrap
1484,get salad bowl
1485,place fridge
1486,get vegetable rice
1487,open cooker
1488,spoon meat on plate
1489,place lid on pan
1490,take mixer
1491,open mixer
1492,open supplement
1493,put supplement in mixer
1494,close supplement
1495,put mixer in drawer
1496,close mixer
1497,take supplement
1498,pour water on plate
1499,wash blueberries
1500,rinse blueberries
1501,open cabinet
1502,take honey
1503,open package
